Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
West,Silt,Maize,194.034392,19.82337885,FALSE,TRUE,Cloudy,108,2.502697419
West,Loam,Cotton,160.4107972,27.54653171,TRUE,TRUE,Cloudy,114,4.627504597
South,Chalky,Soybean,417.8438675,35.29219566,TRUE,FALSE,Cloudy,139,5.251160599
North,Sandy,Barley,157.9997581,32.35605872,FALSE,TRUE,Rainy,84,2.575807992
North,Chalky,Soybean,387.2752696,17.77038695,FALSE,FALSE,Rainy,106,2.47818882
West,Sandy,Rice,938.3522773,25.18979184,FALSE,TRUE,Sunny,131,5.874068016
West,Peaty,Soybean,638.1513628,39.21771111,TRUE,FALSE,Cloudy,103,4.409012117
North,Clay,Cotton,878.805642,34.69541195,TRUE,FALSE,Cloudy,86,7.579959768
South,Chalky,Rice,298.4862101,26.37320526,FALSE,FALSE,Rainy,146,1.679046716
West,Silt,Wheat,204.6365491,34.77818099,TRUE,FALSE,Cloudy,97,2.822281552
South,Chalky,Maize,315.7952168,26.37591287,FALSE,TRUE,Sunny,128,2.127220647
East,Sandy,Rice,398.620313,22.93764213,FALSE,FALSE,Rainy,86,1.936598996
West,Sandy,Maize,183.3952809,24.45827199,TRUE,TRUE,Rainy,68,3.924413992
East,Clay,Soybean,421.278811,16.79889116,FALSE,FALSE,Rainy,76,0.546068674
West,Silt,Soybean,461.4492538,30.12343337,TRUE,FALSE,Sunny,104,4.606881811
East,Silt,Wheat,957.7424089,18.0601719,TRUE,TRUE,Rainy,100,7.140768062
West,Sandy,Wheat,155.454289,27.66999541,TRUE,FALSE,Sunny,85,2.518093422
South,Loam,Barley,625.678973,16.59561018,FALSE,FALSE,Rainy,72,3.084471729
South,Peaty,Soybean,152.1337965,15.48926393,FALSE,FALSE,Rainy,66,0.849135911
South,Clay,Barley,176.6539437,29.85095669,FALSE,TRUE,Cloudy,127,3.187074205
East,Peaty,Rice,422.8535456,26.99334344,TRUE,TRUE,Rainy,73,5.399957611
South,Chalky,Rice,588.9861229,16.93639307,FALSE,FALSE,Cloudy,91,3.473228811
East,Loam,Barley,958.7494494,17.10527363,TRUE,TRUE,Cloudy,129,7.875103383
West,Peaty,Rice,715.8543279,39.33417012,FALSE,TRUE,Sunny,133,6.059519031
East,Peaty,Wheat,926.1353169,24.27710567,FALSE,TRUE,Rainy,139,6.515577034
West,Peaty,Barley,674.4815444,16.30573805,FALSE,FALSE,Cloudy,62,2.978202252
North,Clay,Cotton,204.0134027,26.90900422,FALSE,TRUE,Sunny,115,3.381119817
North,Chalky,Barley,423.1676049,32.73468203,FALSE,FALSE,Sunny,113,3.718405207
North,Chalky,Wheat,805.8161824,31.28432398,TRUE,TRUE,Sunny,62,6.713350702
East,Sandy,Maize,431.376317,24.54718808,TRUE,FALSE,Cloudy,62,4.796151976
North,Sandy,Wheat,304.8152092,15.288816,TRUE,FALSE,Sunny,62,3.056360914
North,Clay,Soybean,825.4467103,35.49098087,TRUE,FALSE,Sunny,70,6.572611897
North,Loam,Cotton,866.0158626,35.91603635,TRUE,TRUE,Sunny,92,7.612212254
West,Sandy,Barley,848.6060959,21.65563119,FALSE,FALSE,Cloudy,97,4.233146845
South,Clay,Rice,130.7008636,20.18276125,FALSE,FALSE,Sunny,82,0.977527227
East,Chalky,Rice,777.1831786,39.62541005,FALSE,FALSE,Sunny,118,5.374392685
North,Sandy,Cotton,324.4677328,26.60757533,TRUE,TRUE,Sunny,61,4.78916556
West,Sandy,Barley,526.0784313,33.77574685,TRUE,TRUE,Rainy,109,6.062705443
South,Loam,Rice,395.8511176,22.50322477,FALSE,TRUE,Cloudy,107,3.323570709
South,Clay,Wheat,330.0822098,36.9685358,FALSE,TRUE,Rainy,65,3.687900512
South,Chalky,Barley,340.0302833,29.60081836,TRUE,TRUE,Sunny,75,5.428839301
West,Loam,Maize,496.2017742,17.28478358,TRUE,FALSE,Rainy,149,4.235346788
North,Silt,Wheat,108.7446859,18.12721842,FALSE,TRUE,Cloudy,131,1.964291742
South,Silt,Wheat,582.9431196,31.5057189,TRUE,TRUE,Cloudy,96,6.584207795
West,Loam,Cotton,861.8762429,20.6589245,FALSE,TRUE,Rainy,134,6.102551967
West,Chalky,Maize,404.6072894,36.74421329,FALSE,FALSE,Cloudy,75,3.766886555
East,Chalky,Rice,893.7357979,17.99384264,FALSE,FALSE,Cloudy,105,4.416156547
West,Chalky,Maize,584.7446682,15.6891195,FALSE,FALSE,Rainy,67,3.56855646
South,Silt,Soybean,617.9635162,29.76773154,TRUE,TRUE,Sunny,141,5.6045653
South,Clay,Wheat,448.4029592,35.62008092,TRUE,FALSE,Rainy,72,3.913555316
West,Silt,Barley,725.20202,23.6793099,FALSE,FALSE,Sunny,90,4.200241364
South,Sandy,Barley,648.941581,23.39823669,FALSE,TRUE,Sunny,108,4.998328091
West,Peaty,Barley,215.5333021,16.04067038,FALSE,FALSE,Cloudy,147,0.856060751
South,Chalky,Cotton,349.6684559,36.50127872,FALSE,TRUE,Rainy,111,3.613387376
East,Clay,Barley,969.7790996,32.36589707,TRUE,TRUE,Sunny,133,8.772365406
North,Silt,Rice,253.423098,27.24905644,TRUE,TRUE,Sunny,137,4.932934391
East,Sandy,Rice,885.8325292,35.81188884,FALSE,TRUE,Sunny,93,6.288908056
East,Chalky,Rice,574.5094177,39.25988144,FALSE,TRUE,Cloudy,122,5.08669322
North,Chalky,Rice,480.5535387,29.56814903,TRUE,TRUE,Cloudy,115,5.941085509
South,Loam,Barley,191.6197713,38.45775004,FALSE,FALSE,Cloudy,136,1.56274325
North,Sandy,Rice,213.6168538,30.14629839,FALSE,TRUE,Sunny,78,1.841843421
West,Chalky,Soybean,815.8171822,26.1201034,FALSE,FALSE,Sunny,99,4.11643057
North,Loam,Rice,557.7382152,25.01172591,FALSE,FALSE,Rainy,137,3.059927959
East,Silt,Wheat,852.6256512,38.54121592,TRUE,FALSE,Rainy,148,5.288808728
North,Clay,Maize,636.8940597,34.06763261,FALSE,TRUE,Sunny,96,4.826607755
South,Sandy,Rice,498.2474171,17.61685044,TRUE,TRUE,Sunny,131,6.159840545
East,Peaty,Wheat,164.8456334,30.59540878,TRUE,FALSE,Sunny,134,2.956369819
West,Loam,Wheat,331.438377,15.14427418,TRUE,TRUE,Rainy,98,4.143000139
South,Clay,Barley,915.7983179,17.80014157,FALSE,FALSE,Rainy,115,5.814277695
East,Sandy,Rice,680.8700389,34.19968487,FALSE,TRUE,Rainy,81,4.743826519
West,Loam,Cotton,430.3370278,15.43935318,FALSE,FALSE,Rainy,94,2.386794263
South,Chalky,Barley,804.088145,24.49708519,TRUE,FALSE,Sunny,124,5.784323233
West,Peaty,Barley,115.279132,23.08755046,FALSE,FALSE,Rainy,138,0.365200356
North,Chalky,Rice,216.9791089,31.14474142,FALSE,FALSE,Sunny,118,1.480212974
North,Peaty,Rice,881.9655113,31.41096616,TRUE,FALSE,Sunny,65,6.941396967
West,Sandy,Wheat,670.7822276,27.16228869,FALSE,TRUE,Cloudy,126,5.265471025
North,Clay,Wheat,760.8341551,25.20855811,TRUE,FALSE,Cloudy,70,5.298112861
West,Sandy,Barley,101.8449317,20.81266692,TRUE,TRUE,Sunny,63,3.462672838
South,Sandy,Rice,600.4867722,32.71277399,FALSE,FALSE,Sunny,79,3.86560714
East,Clay,Wheat,771.2740426,21.5679503,FALSE,FALSE,Rainy,78,4.76819098
West,Chalky,Rice,239.5524635,19.49766642,TRUE,TRUE,Sunny,73,4.282765954
East,Peaty,Wheat,794.2258255,22.17735054,TRUE,FALSE,Sunny,120,5.596994068
East,Peaty,Wheat,526.0539236,32.4911362,TRUE,FALSE,Rainy,61,5.164184666
West,Silt,Maize,455.8006773,20.04816452,FALSE,TRUE,Cloudy,94,3.901156415
North,Peaty,Maize,169.4723443,33.53345715,TRUE,FALSE,Rainy,123,2.556731409
South,Silt,Rice,616.3639125,27.69308536,TRUE,FALSE,Cloudy,113,5.413623164
East,Sandy,Barley,211.7532351,22.52551757,FALSE,FALSE,Rainy,84,1.591755154
South,Clay,Barley,107.187717,22.04128826,FALSE,FALSE,Sunny,85,0.894279205
East,Loam,Cotton,936.9875842,18.29628735,TRUE,FALSE,Sunny,68,6.941373542
West,Clay,Wheat,322.1413007,32.53779325,TRUE,FALSE,Rainy,145,3.659065489
North,Clay,Wheat,469.1997648,36.00778196,TRUE,TRUE,Sunny,80,5.540942671
South,Peaty,Cotton,788.8295889,33.34075057,FALSE,FALSE,Rainy,133,4.977900608
East,Chalky,Barley,552.009839,30.87377896,FALSE,FALSE,Rainy,101,3.072277076
West,Sandy,Cotton,898.2603209,35.76491021,TRUE,FALSE,Rainy,67,5.839201094
West,Peaty,Wheat,391.4542583,20.83206198,FALSE,FALSE,Rainy,87,1.721428281
East,Loam,Barley,607.3612418,32.97797432,FALSE,FALSE,Rainy,88,3.675256191
East,Silt,Maize,997.7806586,30.0999556,TRUE,FALSE,Rainy,137,6.051642272
East,Chalky,Wheat,758.3404549,24.411903,FALSE,TRUE,Cloudy,94,4.961165788
North,Clay,Rice,561.2039521,21.58220881,FALSE,TRUE,Sunny,73,4.170270063
East,Peaty,Soybean,870.9884517,19.4865044,FALSE,TRUE,Cloudy,110,5.126249445
East,Peaty,Cotton,545.7118496,39.99148145,FALSE,FALSE,Rainy,141,3.764941712
North,Clay,Barley,782.2697475,19.84355975,FALSE,FALSE,Sunny,87,4.078671109
West,Sandy,Barley,228.2117289,24.84340636,FALSE,FALSE,Cloudy,85,1.881538432
East,Chalky,Maize,654.6564913,32.8585807,FALSE,TRUE,Rainy,89,5.227120403
South,Chalky,Soybean,574.1439813,25.34259511,TRUE,TRUE,Cloudy,89,5.546405691
West,Peaty,Soybean,686.5833527,34.32468349,FALSE,TRUE,Cloudy,90,6.270935666
South,Peaty,Cotton,372.9916603,33.67589787,FALSE,TRUE,Sunny,63,4.563091167
East,Clay,Rice,994.0755133,39.23309655,TRUE,TRUE,Rainy,149,8.388924623
North,Sandy,Soybean,916.9783974,35.41488952,TRUE,TRUE,Sunny,68,8.270086144
North,Chalky,Rice,358.6710164,24.67798979,FALSE,FALSE,Cloudy,87,2.401180792
North,Chalky,Wheat,375.3001097,34.56939343,FALSE,TRUE,Rainy,122,3.827159245
East,Sandy,Cotton,163.2936064,20.62816905,TRUE,FALSE,Sunny,92,2.421309475
East,Loam,Wheat,824.1547827,25.31533299,TRUE,FALSE,Rainy,90,6.138386277
South,Silt,Barley,997.8551993,32.01970032,FALSE,FALSE,Rainy,90,5.924864726
North,Clay,Wheat,237.6366198,31.52648451,FALSE,TRUE,Sunny,139,2.796720224
East,Loam,Cotton,269.6174238,37.87362929,TRUE,FALSE,Cloudy,129,3.443756536
West,Chalky,Soybean,147.2245384,31.67093535,FALSE,FALSE,Sunny,114,0.953790696
East,Sandy,Barley,406.2117808,30.5467078,FALSE,TRUE,Sunny,119,3.361487914
East,Clay,Cotton,948.2840616,32.6949552,FALSE,FALSE,Sunny,97,4.724483737
West,Sandy,Barley,377.634123,37.09529929,TRUE,FALSE,Sunny,89,4.057816745
North,Peaty,Soybean,380.0342868,35.98641617,FALSE,FALSE,Cloudy,136,2.722839522
West,Loam,Rice,192.1890863,35.48482101,TRUE,TRUE,Sunny,138,4.440936532
North,Silt,Barley,909.3791614,37.89997365,FALSE,TRUE,Sunny,146,6.48854602
West,Peaty,Wheat,893.5415489,34.95011816,TRUE,FALSE,Cloudy,113,6.470830059
South,Chalky,Wheat,233.3462465,36.91129523,TRUE,FALSE,Cloudy,75,2.95514698
North,Loam,Wheat,107.0056205,26.30346357,FALSE,FALSE,Sunny,111,0.771201918
East,Sandy,Wheat,121.4209813,17.53732073,FALSE,FALSE,Rainy,87,1.508574912
South,Clay,Barley,679.808052,33.09335627,TRUE,TRUE,Rainy,90,6.982119894
North,Sandy,Barley,259.812877,22.31575201,TRUE,TRUE,Sunny,128,3.593690858
North,Sandy,Rice,342.4828986,18.25972768,TRUE,TRUE,Cloudy,121,4.890956108
North,Loam,Wheat,442.7489929,38.3802852,FALSE,FALSE,Cloudy,133,3.130458647
West,Clay,Maize,271.7697243,17.41441315,TRUE,TRUE,Rainy,131,3.507416823
North,Peaty,Soybean,565.3746661,33.6147195,TRUE,FALSE,Cloudy,141,5.098848132
East,Sandy,Soybean,126.1783779,22.21969605,FALSE,TRUE,Rainy,77,2.750534647
North,Sandy,Cotton,735.7078424,28.73444464,TRUE,TRUE,Cloudy,112,7.099717324
East,Chalky,Maize,110.1936703,25.32104481,FALSE,TRUE,Cloudy,101,2.982795872
East,Clay,Cotton,173.6475613,16.18123709,TRUE,TRUE,Sunny,139,3.18429295
East,Silt,Maize,162.5875682,28.75616054,TRUE,TRUE,Rainy,79,3.585476189
South,Chalky,Cotton,600.3058968,32.99891995,TRUE,TRUE,Cloudy,84,7.043005143
East,Chalky,Cotton,769.0801888,22.2424743,FALSE,TRUE,Sunny,72,5.783624105
West,Clay,Soybean,227.676478,15.13026482,FALSE,FALSE,Sunny,141,1.465707597
North,Loam,Maize,387.8370619,22.24916596,FALSE,FALSE,Rainy,127,2.319807694
West,Sandy,Cotton,132.4805808,22.81092544,FALSE,FALSE,Sunny,131,1.743437031
South,Chalky,Rice,951.5711203,15.47354744,FALSE,TRUE,Sunny,61,6.052087084
North,Clay,Cotton,841.9995103,32.10832926,FALSE,FALSE,Cloudy,79,5.502563876
East,Silt,Rice,472.5008567,33.74252504,TRUE,FALSE,Sunny,112,4.171984954
North,Silt,Cotton,246.2222963,39.9228687,TRUE,TRUE,Sunny,119,4.901530065
South,Chalky,Maize,851.2979573,35.78249844,TRUE,TRUE,Rainy,62,8.245149858
South,Peaty,Cotton,229.4018461,19.55825087,FALSE,FALSE,Cloudy,85,1.053821611
West,Chalky,Barley,770.7320481,34.4410313,TRUE,TRUE,Sunny,128,7.331050818
North,Chalky,Rice,269.264643,22.23246142,FALSE,FALSE,Cloudy,138,1.080606729
North,Sandy,Soybean,567.3838718,26.0879188,FALSE,TRUE,Rainy,95,4.229549419
North,Silt,Barley,435.8474624,21.46010193,TRUE,FALSE,Rainy,87,4.117236684
West,Loam,Cotton,756.7144448,24.84089159,FALSE,FALSE,Rainy,133,3.974745918
South,Peaty,Barley,406.9275804,24.26630128,TRUE,TRUE,Cloudy,125,5.446323563
East,Chalky,Barley,882.2983681,20.644006,TRUE,TRUE,Sunny,99,7.192122694
North,Chalky,Rice,314.245732,17.89085351,TRUE,TRUE,Cloudy,136,4.915727699
West,Silt,Barley,436.9352633,19.28351514,TRUE,TRUE,Sunny,91,4.895271435
West,Silt,Rice,711.0808108,38.59748707,FALSE,FALSE,Sunny,91,5.301402649
East,Chalky,Cotton,850.8534353,24.02999524,TRUE,TRUE,Rainy,84,7.084236396
South,Silt,Soybean,464.5668039,33.39877396,TRUE,TRUE,Rainy,121,5.246095644
North,Loam,Soybean,234.5218994,18.59212879,TRUE,FALSE,Rainy,96,3.846208015
North,Clay,Maize,808.4515889,36.04979999,TRUE,TRUE,Sunny,121,7.976327327
West,Peaty,Barley,703.5026761,34.30429002,FALSE,TRUE,Sunny,74,5.37036254
South,Clay,Barley,620.3253995,20.19507914,TRUE,FALSE,Rainy,77,4.778709695
North,Chalky,Maize,154.6745059,19.17721433,FALSE,TRUE,Cloudy,94,1.823717836
East,Chalky,Cotton,515.3222724,37.81775492,TRUE,TRUE,Sunny,117,5.929274287
South,Loam,Soybean,305.5777412,17.22936986,TRUE,TRUE,Cloudy,147,4.693563029
South,Silt,Wheat,255.1179792,29.97639193,FALSE,TRUE,Rainy,108,3.700099588
West,Sandy,Rice,133.4420668,29.54618858,TRUE,FALSE,Rainy,123,3.27375153
West,Silt,Maize,140.4303569,21.80803858,FALSE,TRUE,Cloudy,81,1.89210801
North,Peaty,Cotton,355.5815312,23.9572538,FALSE,FALSE,Sunny,133,1.555670583
West,Silt,Rice,288.3985483,23.51042052,TRUE,FALSE,Sunny,106,3.526724097
South,Sandy,Soybean,713.9604467,20.30896004,TRUE,TRUE,Sunny,116,5.90551397
North,Loam,Maize,621.2085804,28.87189643,TRUE,FALSE,Sunny,102,5.228824729
North,Peaty,Barley,538.5486289,15.86022703,TRUE,FALSE,Sunny,103,4.531771378
South,Sandy,Soybean,237.0637338,34.09446018,TRUE,FALSE,Cloudy,114,3.273351994
North,Silt,Rice,251.304857,19.98933946,FALSE,FALSE,Cloudy,146,1.72268222
East,Peaty,Rice,854.6279479,26.5583737,FALSE,FALSE,Cloudy,78,4.81882188
East,Clay,Cotton,656.7334395,22.92384886,TRUE,TRUE,Cloudy,129,6.8889134
North,Loam,Barley,893.4220182,20.72736215,TRUE,TRUE,Sunny,132,7.281095429
West,Sandy,Wheat,141.6546326,19.420544,FALSE,FALSE,Rainy,141,1.69516023
East,Loam,Cotton,557.7256673,31.13398336,FALSE,TRUE,Cloudy,73,4.850799725
North,Chalky,Soybean,693.2713351,17.42027342,TRUE,TRUE,Sunny,84,6.031865979
East,Sandy,Soybean,187.8793303,22.85330861,TRUE,TRUE,Cloudy,92,3.899615319
West,Clay,Barley,897.8637123,38.5610078,FALSE,TRUE,Rainy,134,5.538279926
South,Silt,Soybean,627.1506042,38.75292965,FALSE,TRUE,Sunny,137,4.393836691
North,Clay,Cotton,109.4041168,18.22880219,FALSE,TRUE,Rainy,87,1.340760522
North,Chalky,Rice,992.721466,31.16956881,TRUE,TRUE,Rainy,87,8.390341011
North,Clay,Cotton,277.7607312,16.69248069,FALSE,FALSE,Rainy,87,2.2184589
North,Clay,Barley,607.5062877,31.49255924,TRUE,FALSE,Rainy,117,5.93830558
North,Chalky,Rice,638.134518,33.12580277,TRUE,TRUE,Rainy,77,6.78028526
North,Chalky,Rice,959.095723,31.96521302,FALSE,FALSE,Rainy,131,6.149570509
West,Loam,Barley,272.910061,36.99400812,TRUE,FALSE,Cloudy,143,3.209925535
South,Silt,Rice,458.4492515,17.78863041,TRUE,FALSE,Sunny,131,3.862431481
West,Chalky,Wheat,518.2721678,22.88029307,TRUE,FALSE,Rainy,112,4.790910801
West,Peaty,Soybean,975.7882765,31.69617506,FALSE,FALSE,Rainy,64,5.667805981
South,Loam,Barley,841.1090496,39.42955929,TRUE,FALSE,Cloudy,86,7.031077795
West,Silt,Cotton,670.4874732,27.29247031,FALSE,TRUE,Sunny,115,4.640696876
East,Peaty,Maize,363.4936234,18.07524556,FALSE,TRUE,Rainy,141,2.970565619
West,Chalky,Rice,976.2071742,17.9242182,TRUE,TRUE,Cloudy,127,8.995939977
North,Peaty,Rice,102.6246841,21.25290489,FALSE,TRUE,Cloudy,119,2.602518252
East,Sandy,Maize,417.1392527,24.39026301,FALSE,FALSE,Sunny,149,3.071276228
East,Silt,Soybean,467.3160205,25.28353588,TRUE,FALSE,Rainy,68,3.902358294
South,Clay,Cotton,681.3985536,23.17137664,TRUE,FALSE,Sunny,71,6.146042994
West,Clay,Barley,298.7575007,29.47338702,TRUE,TRUE,Cloudy,91,5.258336281
West,Clay,Wheat,174.2866686,30.46118206,FALSE,TRUE,Sunny,133,2.569128489
East,Chalky,Rice,254.7887803,34.9401014,TRUE,TRUE,Sunny,128,4.307767282
West,Loam,Maize,121.2399251,32.45205259,FALSE,FALSE,Rainy,88,1.725721348
West,Silt,Rice,953.6362534,20.46885444,TRUE,FALSE,Sunny,146,6.068756478
South,Silt,Barley,848.6180745,23.93759075,TRUE,TRUE,Rainy,106,7.304833636
East,Chalky,Barley,424.402068,15.21595294,FALSE,FALSE,Sunny,66,3.154220229
North,Peaty,Maize,319.3793581,20.21082964,FALSE,TRUE,Sunny,138,3.271213585
East,Silt,Maize,212.8778127,24.19658432,FALSE,TRUE,Rainy,65,2.839257315
South,Silt,Rice,809.1726655,33.69566842,TRUE,FALSE,Sunny,132,5.881965193
South,Loam,Soybean,915.0358699,23.78276464,FALSE,FALSE,Sunny,131,4.264668924
South,Sandy,Soybean,773.5464394,36.92094214,TRUE,TRUE,Cloudy,115,7.323568827
West,Peaty,Barley,564.6283698,18.48878419,FALSE,TRUE,Cloudy,122,3.829138188
East,Chalky,Soybean,481.9058005,33.88436418,TRUE,FALSE,Sunny,119,4.327847463
West,Loam,Wheat,327.0536583,27.91010765,FALSE,FALSE,Sunny,103,2.802404486
West,Loam,Rice,933.4501914,37.58449634,TRUE,TRUE,Rainy,91,8.13010913
East,Chalky,Soybean,981.3067866,20.00725385,FALSE,TRUE,Sunny,89,6.376057418
South,Clay,Barley,980.9103552,24.56298138,FALSE,TRUE,Sunny,114,6.569189737
North,Loam,Soybean,890.0956189,21.43031656,FALSE,FALSE,Sunny,119,4.752476877
North,Loam,Maize,490.0184841,39.52551916,TRUE,FALSE,Sunny,90,4.493073576
East,Sandy,Soybean,423.7528224,36.49215745,TRUE,TRUE,Cloudy,136,4.221853639
East,Sandy,Wheat,460.831534,18.19671215,TRUE,TRUE,Cloudy,148,4.877601725
South,Sandy,Rice,769.7773509,26.480279,FALSE,FALSE,Cloudy,106,4.634627533
East,Loam,Maize,821.7450077,19.83350037,FALSE,TRUE,Sunny,98,6.220494965
East,Peaty,Barley,967.5435797,29.26442471,TRUE,TRUE,Cloudy,71,8.434752056
South,Clay,Rice,331.6048187,29.99870998,TRUE,FALSE,Rainy,142,4.518560153
South,Loam,Cotton,788.4895055,20.57030985,FALSE,FALSE,Sunny,115,4.854933902
West,Loam,Soybean,691.6248037,33.60875535,FALSE,FALSE,Cloudy,65,4.15884165
East,Peaty,Wheat,292.1393982,18.54779821,FALSE,FALSE,Sunny,104,1.591350469
North,Clay,Barley,366.6758207,17.75933982,FALSE,TRUE,Cloudy,70,4.016175412
East,Clay,Maize,980.9240816,21.99865548,FALSE,FALSE,Sunny,146,5.892540582
North,Chalky,Maize,330.9235615,33.89646461,FALSE,FALSE,Rainy,146,2.526826464
North,Sandy,Barley,788.4940385,37.18181563,TRUE,TRUE,Cloudy,122,8.21746554
North,Loam,Wheat,264.5143535,37.63159511,FALSE,FALSE,Cloudy,146,2.809235197
West,Clay,Rice,481.7442885,36.27404501,TRUE,TRUE,Rainy,145,5.677145341
South,Loam,Rice,160.9122299,22.10108996,TRUE,TRUE,Cloudy,142,4.597627747
South,Sandy,Rice,233.781791,19.49386402,TRUE,FALSE,Sunny,99,3.309940932
West,Silt,Rice,266.7155441,22.35236544,FALSE,FALSE,Sunny,92,1.395896642
South,Clay,Wheat,998.7289641,29.6640905,TRUE,FALSE,Sunny,135,7.259469784
West,Chalky,Barley,193.4116255,22.31197263,FALSE,FALSE,Rainy,80,1.313857978
East,Peaty,Maize,652.0311106,39.51203896,FALSE,FALSE,Rainy,86,3.767424532
West,Peaty,Soybean,761.9195352,20.70439731,FALSE,FALSE,Sunny,137,4.376722365
South,Sandy,Rice,802.350254,19.75806799,TRUE,FALSE,Sunny,149,5.439503135
South,Sandy,Soybean,221.6277,37.73458155,FALSE,TRUE,Rainy,95,2.864181901
East,Clay,Maize,787.7327713,25.27651921,TRUE,TRUE,Rainy,147,6.940099728
West,Peaty,Maize,180.1307164,32.08608279,TRUE,FALSE,Rainy,101,3.234639192
East,Silt,Soybean,578.8107166,19.58071125,FALSE,FALSE,Rainy,104,2.974076242
North,Sandy,Maize,297.0378351,16.31632834,FALSE,TRUE,Cloudy,80,2.581842496
West,Clay,Barley,115.0113568,15.39548971,TRUE,TRUE,Rainy,138,3.15998186
East,Peaty,Maize,577.1357057,39.61783635,FALSE,TRUE,Cloudy,76,4.760907354
East,Chalky,Barley,211.096271,31.57042356,TRUE,TRUE,Cloudy,62,4.265443866
South,Clay,Maize,332.5482323,25.92244296,TRUE,FALSE,Rainy,131,2.978464659
West,Clay,Cotton,911.0027309,15.73170415,TRUE,TRUE,Cloudy,91,7.778950512
North,Chalky,Maize,936.5681766,32.39679487,FALSE,FALSE,Sunny,143,5.78369231
North,Chalky,Rice,428.1495138,24.16430316,FALSE,TRUE,Rainy,128,3.389741715
West,Loam,Barley,278.8657739,31.81370241,FALSE,FALSE,Sunny,126,2.575800686
West,Peaty,Maize,912.1019031,30.80397917,TRUE,FALSE,Rainy,137,6.588797604
East,Loam,Soybean,378.7726935,20.20741247,TRUE,TRUE,Cloudy,106,3.918548788
South,Silt,Rice,582.511579,30.44950402,TRUE,TRUE,Cloudy,93,6.545110376
South,Clay,Barley,523.3779533,37.29620822,TRUE,TRUE,Cloudy,69,5.950852962
South,Silt,Maize,479.5447928,35.66938338,FALSE,FALSE,Rainy,130,3.659304098
West,Clay,Barley,560.16456,30.2551923,FALSE,FALSE,Rainy,73,3.014362491
South,Clay,Maize,642.5015931,24.49196997,TRUE,FALSE,Sunny,137,4.9434962
East,Loam,Rice,932.4452228,30.06044654,FALSE,TRUE,Sunny,142,6.689206939
West,Clay,Maize,636.5560158,19.80951609,FALSE,FALSE,Rainy,75,3.616697581
West,Sandy,Cotton,653.4140714,37.84567641,FALSE,TRUE,Sunny,118,5.493885292
South,Loam,Soybean,644.4742677,34.72622314,FALSE,TRUE,Sunny,74,5.260883844
North,Silt,Cotton,658.4218881,37.82934163,TRUE,TRUE,Sunny,102,7.763127873
North,Chalky,Wheat,657.5525465,32.83496204,TRUE,TRUE,Cloudy,127,6.854234016
East,Loam,Barley,199.1060122,29.24208875,TRUE,TRUE,Sunny,148,4.935529831
South,Peaty,Rice,825.0432983,27.64204891,TRUE,TRUE,Rainy,107,7.787910603
South,Silt,Barley,865.9644867,28.54919244,TRUE,TRUE,Cloudy,145,6.889170099
West,Loam,Barley,438.7684002,36.82013156,TRUE,TRUE,Rainy,139,4.986596435
West,Chalky,Maize,408.2413276,17.7049482,FALSE,TRUE,Sunny,92,3.080983015
South,Clay,Soybean,914.6754725,16.14646184,TRUE,TRUE,Sunny,124,6.369897344
West,Clay,Barley,252.2316851,26.18388298,TRUE,TRUE,Sunny,143,4.686983631
South,Loam,Soybean,119.434456,19.93386403,TRUE,TRUE,Sunny,103,4.255257091
East,Loam,Maize,208.8329081,21.44202734,TRUE,TRUE,Sunny,96,4.213706789
West,Sandy,Rice,329.7186687,23.28103942,FALSE,TRUE,Cloudy,117,2.883397714
South,Clay,Soybean,800.9343921,17.54764746,FALSE,TRUE,Cloudy,90,5.145441358
West,Clay,Maize,915.6285885,29.40046067,FALSE,FALSE,Cloudy,117,5.188262741
East,Chalky,Soybean,746.1190331,36.12691405,FALSE,FALSE,Rainy,68,4.7149904
West,Peaty,Soybean,384.8146675,17.34707981,FALSE,TRUE,Rainy,120,3.693355631
South,Silt,Soybean,780.7814698,35.88895531,TRUE,TRUE,Sunny,71,7.664555785
West,Loam,Barley,675.8706515,37.21252528,FALSE,TRUE,Sunny,95,5.059614742
West,Loam,Cotton,434.2564604,25.84961168,TRUE,TRUE,Cloudy,64,5.004015038
South,Sandy,Rice,687.1396679,27.67285439,TRUE,TRUE,Rainy,114,7.718959128
North,Loam,Cotton,804.9149521,35.97951686,TRUE,FALSE,Rainy,125,5.682448003
West,Sandy,Barley,375.5888215,36.27938744,FALSE,FALSE,Rainy,142,3.035092993
West,Sandy,Wheat,529.9135164,29.23009364,FALSE,FALSE,Sunny,143,3.117608214
East,Loam,Soybean,684.5769385,21.31877733,FALSE,FALSE,Rainy,123,3.22309338
North,Sandy,Wheat,813.3695589,22.93135659,TRUE,TRUE,Sunny,149,6.552428584
East,Silt,Rice,384.9886637,28.37552345,FALSE,FALSE,Cloudy,143,2.38702663
South,Chalky,Barley,718.798102,27.92103536,FALSE,FALSE,Rainy,144,3.957932464
South,Sandy,Barley,635.4149718,36.36416791,FALSE,TRUE,Cloudy,119,5.193664356
East,Silt,Wheat,629.3524882,28.10000185,TRUE,FALSE,Sunny,92,5.602877783
